quarter,kicox_industry,grade,ppi_level,component_id,ppi_item,ppi_index,ppi_index_n_months,ppi_index_complete_quarter,ppi_index_yoy_pct,note
2026Q1,석유화학,C,lv3,c1,화학제품,128.043333,3,True,2.884615,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q1,석유화학,C,lv3,c2,석탄및석유제품,199.303333,3,True,1.773647,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q1,섬유의복,A,lv4,,섬유및의복,117.363333,3,True,1.091045,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q1,운송장비,A,lv3,,운송장비,109.76,3,True,1.37931,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q1,음식료,A,lv3,,음식료품,125.576667,3,True,1.862968,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q1,전기전자,C,lv3,c1,전기장비,131.443333,3,True,4.121779,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q1,전기전자,C,lv3,c2,컴퓨터전자및광학기기,108.77,3,True,10.95583,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q1,철강,B,lv4,,철강1차제품,132.816667,3,True,0.947531,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q2,기계,A,lv3,,기계및장비,113.19,3,True,1.258387,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q2,목재종이,A,lv3,,목재및종이제품,126.23,3,True,2.823862,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q2,비금속,A,lv3,,비금속광물제품,132.95,3,True,3.414748,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q2,석유화학,C,lv3,c1,화학제품,146.056667,3,True,19.155359,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q2,석유화학,C,lv3,c2,석탄및석유제품,304.92,3,True,71.255265,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q2,섬유의복,A,lv4,,섬유및의복,119.98,3,True,3.359752,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q2,운송장비,A,lv3,,운송장비,110.536667,3,True,2.049546,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q2,음식료,A,lv3,,음식료품,126.746667,3,True,1.665731,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q2,전기전자,C,lv3,c1,전기장비,136.006667,3,True,8.291311,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q2,전기전자,C,lv3,c2,컴퓨터전자및광학기기,117.483333,3,True,20.983798,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q2,철강,B,lv4,,철강1차제품,139.35,3,True,5.881012,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
