wanted_auth_no,company,title,wage,region,cert,education,career,reg_date,due_date,detail_url
K131132609170029,정우세탁산업,세탁물포장업무(수건접기),월급216 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170029
K131132609170028,우진이디엠,방전기 조작원 모집,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170028
K131132609170027,창현정밀,MCT 조작원,"연봉6,000 만원 이상 ~ 6,000 만원 이하",경남 창원시 성산구,[인증],,경력 4년,26-09-17,26-11-14,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170027
K131112609170018,늘푸른 주식회사,가음동 아파트 미화원 구인,월급77 만원 이상,경남 창원시 성산구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131112609170018
K131132609170026,수성기체산업(주),수성기체산업 생산직 사원 채용(항공기 부품 기계가공),"시급10,320 원 이상",경남 창원시 성산구,[인증],,경력 1년,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170026
KJSP002609170001,주식회사 캡스텍 영남지점,한국지엠 창원 공장 보안 근무자 모집,월급307 만원 이상 ~ 307 만원 이하,경남 창원시 성산구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSP002609170001
K131132609170025,창원시노인주간보호센터,재가센터 방문요양 요양보호사(성산구 신촌동) 모집합니다.,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170025
K131132609170023,(주)에이치에스코프레이션,생산관리팀 경력직 채용 [경력직 3년이상],"연봉2,700 만원 이상 ~ 4,000 만원 이하",경남 창원시 의창구,[인증],,경력 3년,26-09-17,26-10-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170023
K131132609170022,재단법인 경상남도인재평생교육진흥원,경상남도인재평생교육진흥원 2026년 제7회 직원 채용(경남앵커센터 전문임기제 2급 팀장 2명),"연봉5,100 만원 이상 ~ 7,894 만원 이하",경남 창원시 성산구,[인증],,경력 2년,26-09-17,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170022
K131132609170021,(주)에이치에스코프레이션,생산직 모집 [계약직/경력무관],"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-17,26-10-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170021
K131132609170020,재단법인 경상남도인재평생교육진흥원,경남인재평생교육진흥원  2026년 제7회 직원 채용 공고(경남앵커센터 임기제 4급 과장),"연봉4,000 만원 이상 ~ 6,388 만원 이하",경남 창원시 성산구,[인증],,경력 1년,26-09-17,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170020
K131132609170019,재단법인 경상남도인재평생교육진흥원,경상남도인재평생교육진흥원 2026년 제7회 직원 채용(경남앵커센터 전문임기제 5급 대리),"연봉3,500 만원 이상 ~ 5,668 만원 이하",경남 창원시 성산구,[인증],,경력 2년,26-09-17,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170019
K131112609170012,화림,[창원] 가전제품생산 / 수당지급 / 정규직검토 / 조립 사원 채용,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131112609170012
K131132609170018,재단법인 경상남도인재평생교육진흥원,(재)경상남도평생교육진흥원 2026년 제7회 직원 채용 공고(경상남도앵커센터 센터장),"연봉6,400 만원 이상",경남 창원시 성산구,[인증],,경력 3년,26-09-17,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170018
K131132609170017,세계미크론,원통연삭 기능공  모집,"연봉3,600 만원 이상",경남 창원시 의창구,[인증],,경력 2년,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170017
K131132609170016,SM측량공사,[측량팀] 지적측량 기술자 모집(신입가능),"연봉2,600 만원 이상 ~ 4,000 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170016
K131132609170015,주식회사한전금속,생산관리(대리급) 모집합니다.,"연봉4,200 만원 이상 ~ 4,200 만원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-17,26-10-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170015
KJBB002609170002,(주)호성식품,진해 제2부두 내 산업체 구내식당 조리원 구인,월급220 만원 이상 ~ 220 만원 이하,경남 창원시 진해구,[인증],,경력 1년,26-09-17,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJBB002609170002
K131132609170014,한신ENG,생산직 사원 모집,월급250 만원 이상,경남 창원시 진해구,[인증],,신입,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170014
K131132609170013,(주) 새롬아이디,성장하는 건설 업계를 함께 이끌어갈 건설 현장 전문가를 모집합니다.,"연봉3,500 만원 이상",경남 창원시 성산구,[인증],,경력 2년,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170013
K131132609170012,농업회사법인 합자회사 거성,사무직 사원모집,월급250 만원 이상 ~ 300 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-09-17,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170012
K131132609170011,농업회사법인 합자회사 거성,대리점 및 거래처 배송 납품 업무,월급250 만원 이상 ~ 300 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170011
KEC0132609170007,누림재가복지센터,"[사림동 오후 2시~5시 화,목,토] 재가요양보호사 구합니다.","시급13,000 원 이상 ~ 13,000 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170007
K131132609170010,유창ENG,유창ENG - (2.5톤전동지게차운전원) 정규직원모집,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-10-05,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170010
K131132609170009,만호제강(주)창원공장,만호제강 생산직 사원 모집 (창원공장),"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170009
K120412609170008,포트렌탈주식회사,"[부산신항]하역장비,물류운송장비(디젤,전기) / 지게차 / 리치스태커-정비,수리,AS 직원 모집(신입,경력)",월급320 만원 이상,경남 창원시 진해구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K120412609170008
KEC0132609170006,연세재가복지센터,(진해구 경화동 오전)요양보호사 선생님을 구합니다.,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-17,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170006
K131132609170008,오아시스템,사무 및 무역 경험이 풍부한 수출입 사무원을 모집합니다.,월급230 만원 이상 ~ 330 만원 이하,경남 창원시 의창구,[인증],,경력 3년,26-09-17,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170008
K131132609170007,희연재활병원,[종일반 1명] 조리원 모집,월급290 만원 이상 ~ 330 만원 이하,경남 창원시 성산구,[인증],,관계없음,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170007
K131132609170006,경남글로비스,수출 포장 생산직 및 목재 파레트/목상자 제작 생산직 모집,월급280 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-09-17,26-09-28,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170006
KEC0132609170005,주식회사 인시스(INSYS),[창원 용호동] 오피스텔 경비원 모집,월급240 만원 이상 ~ 240 만원 이하,경남 창원시 성산구,[인증],,관계없음,26-09-17,26-10-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170005
KEC0132609170004,주식회사 인시스(INSYS),[창원 서상동] 메트로병원 미화원 채용,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,경력 1년,26-09-17,26-10-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170004
KEC0132609170003,봄누리노인재가센터,(진해구 장천동 오후) 재가 요양보호사 모집합니다.,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170003
K131132609170005,SMC,하네스 및 케이블 생산직 모집,"시급10,320 원 이상",경남 창원시 의창구,[인증],,경력 1년,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170005
KEC0132609170002,봄누리노인재가센터,(진해구 태백동 오전)재가 요양보호사 모집합니다.,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170002
K131132609170004,(주)지성큐앤텍,지성큐엔텍 가공 작업자(오퍼레이터) 모집 (경력),"시급18,000 원 이상",경남 창원시 성산구,[인증],,경력 10년,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170004
K131132609170003,(주)지성큐앤텍,특수차량 부품 조립 사원 모집(단기직 6개월),"시급11,500 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170003
K131112609170001,행복한재가장기요양센터,재가요양보호사,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-17,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131112609170001
KEC0132609170001,창원성심원（사회복지）,[9/30(수)14:00 보건.돌봄종사자 특화 일자리수요데이 직접 참여업체] (북면)창원성심요양원 3교대 요양보호사 채용,월급270 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-09-17,26-10-06,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170001
K131132609170002,영인전력(주),전기공사( 변전설비 ) 현장직 모집 합니다.,"연봉3,100 만원 이상 ~ 6,000 만원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-17,26-10-04,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170002
K131132609170001,에이피엠글로벌 주식회사,CNC / MCT / NC/ 범용 정규직 신입/경력사원 모집,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170001
KF10532609160006,창원가족재가복지센터,재가요양보호사 모집,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,신입,26-09-16,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609160006
KF10802609160007,희망찬재가복지센터,재가요양보호사 모집,"시급10,320 원 이상 ~ 14,000 원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-16,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609160007
K131132609160047,주식회사 리컴퍼니,공공 디자인 전문 회사에서 경력 디자이너를 모집합니다.,"연봉3,500 만원 이상",경남 창원시 성산구,[인증],,경력 5년,26-09-16,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160047
KF10802609160006,지온재가복지센터,[도계동] 요양보호사 모집,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-16,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609160006
KF10802609160005,창원방문요양센터,[창원 성산구 대방동 대동아파트] 요양보호사 모집,"시급13,000 원 이상",경남 창원시 성산구,[인증],,경력  3개월,26-09-16,26-10-09,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609160005
KF10532609160005,다시봄요양센터,다시봄요양센터 간호조무사 신규 채용,월급220 만원 이상 ~ 230 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-09-16,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609160005
KF10532609160004,큰사랑노인복지센터,큰사랑 노인복지센터 사회복지사(방문) 구인,월급216 만원 이상 ~ 216 만원 이하,경남 창원시 의창구,[인증],,경력  6개월,26-09-16,26-10-20,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609160004
K131132609160046,대산주간요양센터,주간보호 사회복지사 모집,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-16,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160046
K131132609160045,(주)셀앤밀 리즈누아,베이커리 제빵사를 찾고 있습니다. [경력 1년이상 우대],월급216 만원 이상 ~ 350 만원 이하,경남 창원시 진해구,[인증],,경력 1년,26-09-16,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160045
K131132609160044,주식회사에이치앤씨,"MCT , CNC조작원 모집","연봉3,600 만원 이상 ~ 6,000 만원 이하",경남 창원시 성산구,[인증],,경력 5년,26-09-16,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160044
