industry,quarter,kicox_employment_yoy,mfg_emp_yoy,employment,eis_manufacturing_level,eis_manufacturing_yoy,aggregate_direction,aggregate_yoy_gap_pp,source_category,insured_level,insured_yoy,mapping_type,mapping_confidence,mapping_rationale,industry_direction,industry_yoy_gap_pp,industry_mapping_uncertain,employment_cross_source_agreement,employment_cross_source_disagreement,cross_source_population_note,cross_source_available
전기전자,2025Q4,-4.729178007621126,0.7619529736240249,28002.0,114122,0.4559698602161877,방향 일치,0.30598311340783724,전기장비,17689.0,-2.550683120317321,ambiguous,C,KSIC 28(전기장비)만 해당. KICOX '전기전자'는 26(전자부품·컴퓨터·영상·통신)과 27(의료·정밀·광학)도 포함해 부분포함이다. 단정형 신호 생성 금지,방향 일치 (매핑 C등급 — 참고),-2.1784948873038052,True,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
철강,2025Q4,-0.6778268460511438,0.7619529736240249,9671.0,114122,0.4559698602161877,방향 일치,0.30598311340783724,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기계,2026Q1,-1.900747971813621,-1.6807800872466028,58888.0,114572,0.4356782818321303,방향 불일치,-2.116458369078733,기계·장비,29386.0,0.6680141139392193,approximate,B,KSIC 29(기타 기계 및 장비)에 해당. KICOX '기계'는 29 중심이나 금속가공(25) 일부를 포함할 수 있어 범위가 한쪽으로 넓다. 방향 비교까지만 사용,방향 불일치,-2.5687620857528404,False,False,True,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
기타,2026Q1,14.965986394557817,-1.6807800872466028,169.0,114572,0.4356782818321303,방향 불일치,-2.116458369078733,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
목재종이,2026Q1,-10.647181628392488,-1.6807800872466028,428.0,114572,0.4356782818321303,방향 불일치,-2.116458369078733,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
비금속,2026Q1,-2.1505376344086,-1.6807800872466028,182.0,114572,0.4356782818321303,방향 불일치,-2.116458369078733,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
석유화학,2026Q1,-0.797448165869219,-1.6807800872466028,622.0,114572,0.4356782818321303,방향 불일치,-2.116458369078733,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
섬유의복,2026Q1,0.0,-1.6807800872466028,34.0,114572,0.4356782818321303,방향 불일치,-2.116458369078733,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
운송장비,2026Q1,-1.0035668943836562,-1.6807800872466028,16375.0,114572,0.4356782818321303,방향 불일치,-2.116458369078733,자동차·부품,18429.0,-1.738203145827777,ambiguous,C,KSIC 30(자동차·트레일러)만 해당. KICOX '운송장비'는 31(기타 운송장비: 조선·항공 등)을 포함하며 창원에는 31 비중이 작지 않다. 부분포함,방향 일치 (매핑 C등급 — 참고),0.7346362514441207,True,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
음식료,2026Q1,-21.5,-1.6807800872466028,628.0,114572,0.4356782818321303,방향 불일치,-2.116458369078733,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
전기전자,2026Q1,-1.3067740340467648,-1.6807800872466028,27944.0,114572,0.4356782818321303,방향 불일치,-2.116458369078733,전기장비,17807.0,-3.927704343134608,ambiguous,C,KSIC 28(전기장비)만 해당. KICOX '전기전자'는 26(전자부품·컴퓨터·영상·통신)과 27(의료·정밀·광학)도 포함해 부분포함이다. 단정형 신호 생성 금지,방향 일치 (매핑 C등급 — 참고),2.6209303090878433,True,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
철강,2026Q1,-0.7997539218701943,-1.6807800872466028,9675.0,114572,0.4356782818321303,방향 불일치,-2.116458369078733,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기계,2026Q2,-6.339722447939078,-3.635387120055056,58784.0,114532,0.6671178574881642,방향 불일치,-4.3025049775432205,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기타,2026Q2,17.12328767123288,-3.635387120055056,171.0,114532,0.6671178574881642,방향 불일치,-4.3025049775432205,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
목재종이,2026Q2,-10.084033613445376,-3.635387120055056,428.0,114532,0.6671178574881642,방향 불일치,-4.3025049775432205,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
비금속,2026Q2,-1.0810810810810811,-3.635387120055056,183.0,114532,0.6671178574881642,방향 불일치,-4.3025049775432205,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
석유화학,2026Q2,9.557522123893802,-3.635387120055056,619.0,114532,0.6671178574881642,방향 불일치,-4.3025049775432205,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
섬유의복,2026Q2,0.0,-3.635387120055056,34.0,114532,0.6671178574881642,방향 불일치,-4.3025049775432205,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
운송장비,2026Q2,-0.7848147472166445,-3.635387120055056,16308.0,114532,0.6671178574881642,방향 불일치,-4.3025049775432205,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
음식료,2026Q2,-3.787878787878785,-3.635387120055056,635.0,114532,0.6671178574881642,방향 불일치,-4.3025049775432205,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
전기전자,2026Q2,-0.4128848549563968,-3.635387120055056,27979.0,114532,0.6671178574881642,방향 불일치,-4.3025049775432205,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
철강,2026Q2,-1.1427405366799317,-3.635387120055056,9689.0,114532,0.6671178574881642,방향 불일치,-4.3025049775432205,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
